NAME,YEAR,STNELEV,LATITUDE,LONGITUDE,TEMP
BOSTON_LOGAN_INTL_AP,1961,3.7,42.3606,-71.0106,-4.48
BRISTOL_TRI_CITY_AP,1961,457.2,36.4731,-82.4044,-0.32
BUTTE_BERT_MOONEY_AP,1961,1678.2,45.9647,-112.5006,-4.89
CHANUTE_MARTIN_JOHNSON_AP,1961,300.2,37.6703,-95.4842,-1.11
CHEYENNE,1961,1867.8,41.1519,-104.8061,-1.9
CHICAGO_MIDWAY_AP_3SW,1961,189.0,41.7372,-87.7775,-4.42
CLEVELAND,1961,232.6,41.4131,-81.86,-4.63
CONCORDIA_MUNI_AP,1961,447.8,39.5514,-97.6508,-1.71
CONCORD_MUNI_AP,1961,105.5,43.1953,-71.5011,-9.99
DES_MOINES_INTL_AP,1961,291.7,41.5339,-93.6531,-4.81
ELY_YELLAND_FLD_AP,1961,1908.7,39.2953,-114.8467,-2.51
EVANSVILLE_REGIONAL_AP,1961,121.9,38.0442,-87.5206,-1.98
FARGO_HECTOR_INTL_AP,1961,274.3,46.9253,-96.8111,-14.69
GALESBURG,1961,235.0,40.9464,-90.3856,-5.79
HAYS_1_S,1961,612.6,38.8586,-99.3358,-0.66
ISLAND_PARK,1961,1917.2,44.4189,-111.3714,-12.12
JACKSON_EXP_STN,1961,121.9,35.6214,-88.8456,1.89
LANCASTER_4_WSW,1961,317.0,42.8278,-90.7889,-8.72
LANDER_HUNT_FLD_AP,1961,1704.4,42.8153,-108.7261,-6.23
LAPORTE,1961,257.6,41.6117,-86.7297,-5.82
LEWISBURG_EXP_STN,1961,239.9,35.4139,-86.8086,1.05
LONGMIRE_RAINIER_NPS,1961,841.9,46.7492,-121.812,2.72
LONGMIRE_RAINIER_NPS,1961,841.9,46.75,-121.8167,2.7
MACON_MIDDLE_GA_RGNL_AP,1961,104.5,32.6847,-83.6528,5.25
MILES_CITY_F_WILEY_FLD,1961,799.8,46.4267,-105.8825,-4.98
MOBILE,1961,63.4,30.6794,-88.2397,7.43
MT_WASHINGTON,1961,1910.2,44.2667,-71.2994,-19.32
MYSTIC_LAKE,1961,1994.6,45.2436,-109.7311,-2.18
NASHVILLE_INTL_AP,1961,182.9,36.1189,-86.6892,1.05
NEWARK_WATER_WKS,1961,254.5,40.0875,-82.4128,-6.45
NEWTON,1961,438.9,38.0344,-97.3431,-1.86
NEW_BRUNSWICK_3_SE,1961,26.2,40.4719,-74.4364,-4.14
PIERRE_RGNL_AP,1961,531.0,44.3814,-100.2856,-6.63
PRAIRIE_DU_CHIEN,1961,200.6,43.0514,-91.135,-7.87
ROCHESTER_INTL_AP,1961,397.5,43.9042,-92.4917,-9.84
SAINT_JOHNSBURY,1961,213.4,44.42,-72.0194,-13.274999999999999
SAN_DIEGO_LINDBERGH_FLD,1961,4.6,32.7336,-117.1831,15.13
SAULT_STE_MARIE,1961,192.0,46.4867,-84.4089,-11.79
SAULT_STE_MARIE_SANDERSON_FLD,1961,220.1,46.4794,-84.3572,-11.37
SAVANNAH_INTL_AP,1961,14.0,32.13,-81.21,7.42
SHERIDAN_CO_AP,1961,1202.4,44.7694,-106.9689,-3.45
SIOUX_FALLS,1961,435.9,43.5878,-96.7289,-10.07
SPRINGFIELD_CAPITAL_AP,1961,181.1,39.8447,-89.6839,-4.17
ST_CLOUD_RGNL_AP,1961,310.3,45.5433,-94.0514,-12.67
TIMBER_LAKE,1961,658.4,45.4283,-101.0764,-8.22
TRIBUNE_1W,1961,1108.3,38.4661,-101.7758,-0.63
WATERTOWN_RGNL_AP,1961,532.8,44.9047,-97.1494,-12.21
WAYNESVILLE_1_E,1961,810.2,35.4867,-82.9683,-0.92
ALMA_BACON_CO_AP,1962,58.8,31.5358,-82.5067,9.46
BISMARCK,1962,505.4,46.7708,-100.7603,-11.91
BOSTON_LOGAN_INTL_AP,1962,3.7,42.3606,-71.0106,-2.41
BRISTOL_TRI_CITY_AP,1962,457.2,36.4731,-82.4044,1.89
BUTTE_BERT_MOONEY_AP,1962,1678.2,45.9647,-112.5006,-13.92
CHANUTE_MARTIN_JOHNSON_AP,1962,300.2,37.6703,-95.4842,-4.3
CHEYENNE,1962,1867.8,41.1519,-104.8061,-7.5
CHICAGO_MIDWAY_AP_3SW,1962,189.0,41.7372,-87.7775,-7.35
CLEVELAND,1962,232.6,41.4131,-81.86,-3.37
CONCORDIA_MUNI_AP,1962,447.8,39.5514,-97.6508,-5.11
CONCORD_MUNI_AP,1962,105.5,43.1953,-71.5011,-6.58
DES_MOINES_INTL_AP,1962,291.7,41.5339,-93.6531,-9.83
ELY_YELLAND_FLD_AP,1962,1908.7,39.2953,-114.8467,-6.18
EVANSVILLE_REGIONAL_AP,1962,121.9,38.0442,-87.5206,-2.56
FARGO_HECTOR_INTL_AP,1962,274.3,46.9253,-96.8111,-16.04
GALESBURG,1962,235.0,40.9464,-90.3856,-9.14
HAYS_1_S,1962,612.6,38.8586,-99.3358,-3.91
ISLAND_PARK,1962,1917.2,44.4189,-111.3714,-16.04
JACKSON_EXP_STN,1962,121.9,35.6214,-88.8456,1.26
LANCASTER_4_WSW,1962,317.0,42.8278,-90.7889,-11.57
LANDER_HUNT_FLD_AP,1962,1704.4,42.8153,-108.7261,-13.77
LAPORTE,1962,257.6,41.6117,-86.7297,-7.86
LEWISBURG_EXP_STN,1962,239.9,35.4139,-86.8086,2.53
LONGMIRE_RAINIER_NPS,1962,841.9,46.7492,-121.812,-1.28
LONGMIRE_RAINIER_NPS,1962,841.9,46.75,-121.8167,-1.0
MACON_MIDDLE_GA_RGNL_AP,1962,104.5,32.6847,-83.6528,7.16
MILES_CITY_F_WILEY_FLD,1962,799.8,46.4267,-105.8825,-9.31
MOBILE,1962,63.4,30.6794,-88.2397,8.91
MT_WASHINGTON,1962,1910.2,44.2667,-71.2994,-16.58
MYSTIC_LAKE,1962,1994.6,45.2436,-109.7311,-8.19
NASHVILLE_INTL_AP,1962,182.9,36.1189,-86.6892,2.21
NEWARK_WATER_WKS,1962,254.5,40.0875,-82.4128,-4.95
NEWTON,1962,438.9,38.0344,-97.3431,-4.23
NEW_BRUNSWICK_3_SE,1962,26.2,40.4719,-74.4364,-1.04
PIERRE_RGNL_AP,1962,531.0,44.3814,-100.2856,-9.82
PRAIRIE_DU_CHIEN,1962,200.6,43.0514,-91.135,-10.01
ROCHESTER_INTL_AP,1962,397.5,43.9042,-92.4917,-13.21
SAINT_JOHNSBURY,1962,213.4,44.42,-72.0194,-9.405
SAN_DIEGO_LINDBERGH_FLD,1962,4.6,32.7336,-117.1831,12.9
SAULT_STE_MARIE,1962,192.0,46.4867,-84.4089,-11.99
SAULT_STE_MARIE_SANDERSON_FLD,1962,220.1,46.4794,-84.3572,-11.52
SAVANNAH_INTL_AP,1962,14.0,32.13,-81.21,9.29
SHERIDAN_CO_AP,1962,1202.4,44.7694,-106.9689,-9.55
SIOUX_FALLS,1962,435.9,43.5878,-96.7289,-10.91
SPRINGFIELD_CAPITAL_AP,1962,181.1,39.8447,-89.6839,-6.57
ST_CLOUD_RGNL_AP,1962,310.3,45.5433,-94.0514,-15.26
TIMBER_LAKE,1962,658.4,45.4283,-101.0764,-10.83
TRIBUNE_1W,1962,1108.3,38.4661,-101.7758,-4.37
WATERTOWN_RGNL_AP,1962,532.8,44.9047,-97.1494,-14.03
WAYNESVILLE_1_E,1962,810.2,35.4867,-82.9683,1.77
ALMA_BACON_CO_AP,1963,58.8,31.5358,-82.5067,8.3
BISMARCK,1963,505.4,46.7708,-100.7603,-16.29
BOSTON_LOGAN_INTL_AP,1963,3.7,42.3606,-71.0106,-1.99
BRISTOL_TRI_CITY_AP,1963,457.2,36.4731,-82.4044,-0.87
BUTTE_BERT_MOONEY_AP,1963,1678.2,45.9647,-112.5006,-14.05
CHANUTE_MARTIN_JOHNSON_AP,1963,300.2,37.6703,-95.4842,-5.87
CHEYENNE,1963,1867.8,41.1519,-104.8061,-8.71
CHICAGO_MIDWAY_AP_3SW,1963,189.0,41.7372,-87.7775,-9.97
CLEVELAND,1963,232.6,41.4131,-81.86,-6.64
CONCORDIA_MUNI_AP,1963,447.8,39.5514,-97.6508,-8.39
CONCORD_MUNI_AP,1963,105.5,43.1953,-71.5011,-6.49
DES_MOINES_INTL_AP,1963,291.7,41.5339,-93.6531,-11.94
ELY_YELLAND_FLD_AP,1963,1908.7,39.2953,-114.8467,-4.77
EVANSVILLE_REGIONAL_AP,1963,121.9,38.0442,-87.5206,-4.7
FARGO_HECTOR_INTL_AP,1963,274.3,46.9253,-96.8111,-17.36
GALESBURG,1963,235.0,40.9464,-90.3856,-11.49
HAYS_1_S,1963,612.6,38.8586,-99.3358,-6.84
ISLAND_PARK,1963,1917.2,44.4189,-111.3714,-15.32
JACKSON_EXP_STN,1963,121.9,35.6214,-88.8456,-1.04
LANCASTER_4_WSW,1963,317.0,42.8278,-90.7889,-14.71
LANDER_HUNT_FLD_AP,1963,1704.4,42.8153,-108.7261,-14.68
LAPORTE,1963,257.6,41.6117,-86.7297,-11.28
LEWISBURG_EXP_STN,1963,239.9,35.4139,-86.8086,0.27
LONGMIRE_RAINIER_NPS,1963,841.9,46.7492,-121.812,-2.38
LONGMIRE_RAINIER_NPS,1963,841.9,46.75,-121.8167,-2.1
MACON_MIDDLE_GA_RGNL_AP,1963,104.5,32.6847,-83.6528,5.38
MILES_CITY_F_WILEY_FLD,1963,799.8,46.4267,-105.8825,-14.4
MOBILE,1963,63.4,30.6794,-88.2397,7.41
MT_WASHINGTON,1963,1910.2,44.2667,-71.2994,-14.84
MYSTIC_LAKE,1963,1994.6,45.2436,-109.7311,-11.67
NASHVILLE_INTL_AP,1963,182.9,36.1189,-86.6892,-0.24
NEWARK_WATER_WKS,1963,254.5,40.0875,-82.4128,-7.76
NEWTON,1963,438.9,38.0344,-97.3431,-6.16
NEW_BRUNSWICK_3_SE,1963,26.2,40.4719,-74.4364,-2.21
PIERRE_RGNL_AP,1963,531.0,44.3814,-100.2856,-12.7
PRAIRIE_DU_CHIEN,1963,200.6,43.0514,-91.135,-14.42
ROCHESTER_INTL_AP,1963,397.5,43.9042,-92.4917,-16.0
SAINT_JOHNSBURY,1963,213.4,44.42,-72.0194,-8.585
SAN_DIEGO_LINDBERGH_FLD,1963,4.6,32.7336,-117.1831,12.0
SAULT_STE_MARIE,1963,192.0,46.4867,-84.4089,-13.99
SAULT_STE_MARIE_SANDERSON_FLD,1963,220.1,46.4794,-84.3572,-13.55
SAVANNAH_INTL_AP,1963,14.0,32.13,-81.21,8.07
SHERIDAN_CO_AP,1963,1202.4,44.7694,-106.9689,-11.75
SIOUX_FALLS,1963,435.9,43.5878,-96.7289,-14.29
SPRINGFIELD_CAPITAL_AP,1963,181.1,39.8447,-89.6839,-8.4
ST_CLOUD_RGNL_AP,1963,310.3,45.5433,-94.0514,-17.66
TIMBER_LAKE,1963,658.4,45.4283,-101.0764,-13.96
TRIBUNE_1W,1963,1108.3,38.4661,-101.7758,-5.96
WATERTOWN_RGNL_AP,1963,532.8,44.9047,-97.1494,-16.42
WAYNESVILLE_1_E,1963,810.2,35.4867,-82.9683,-0.05
ALMA_BACON_CO_AP,1964,58.8,31.5358,-82.5067,9.3
BISMARCK,1964,505.4,46.7708,-100.7603,-8.54
BOSTON_LOGAN_INTL_AP,1964,3.7,42.3606,-71.0106,-0.74
BRISTOL_TRI_CITY_AP,1964,457.2,36.4731,-82.4044,1.08
BUTTE_BERT_MOONEY_AP,1964,1678.2,45.9647,-112.5006,-8.73
CHANUTE_MARTIN_JOHNSON_AP,1964,300.2,37.6703,-95.4842,1.68
CHEYENNE,1964,1867.8,41.1519,-104.8061,-3.52
CHICAGO_MIDWAY_AP_3SW,1964,189.0,41.7372,-87.7775,-0.98
CLEVELAND,1964,232.6,41.4131,-81.86,-0.09
CONCORDIA_MUNI_AP,1964,447.8,39.5514,-97.6508,0.49
CONCORD_MUNI_AP,1964,105.5,43.1953,-71.5011,-5.32
DES_MOINES_INTL_AP,1964,291.7,41.5339,-93.6531,-1.26
ELY_YELLAND_FLD_AP,1964,1908.7,39.2953,-114.8467,-6.76
EVANSVILLE_REGIONAL_AP,1964,121.9,38.0442,-87.5206,1.25
FARGO_HECTOR_INTL_AP,1964,274.3,46.9253,-96.8111,-9.81
GALESBURG,1964,235.0,40.9464,-90.3856,-2.19
HAYS_1_S,1964,612.6,38.8586,-99.3358,0.86
ISLAND_PARK,1964,1917.2,44.4189,-111.3714,-13.27
JACKSON_EXP_STN,1964,121.9,35.6214,-88.8456,3.61
LANCASTER_4_WSW,1964,317.0,42.8278,-90.7889,-5.37
LANDER_HUNT_FLD_AP,1964,1704.4,42.8153,-108.7261,-7.19
LAPORTE,1964,257.6,41.6117,-86.7297,-2.39
LEWISBURG_EXP_STN,1964,239.9,35.4139,-86.8086,2.77
LONGMIRE_RAINIER_NPS,1964,841.9,46.7492,-121.812,-0.58
LONGMIRE_RAINIER_NPS,1964,841.9,46.75,-121.8167,-0.33
MACON_MIDDLE_GA_RGNL_AP,1964,104.5,32.6847,-83.6528,6.51
MILES_CITY_F_WILEY_FLD,1964,799.8,46.4267,-105.8825,-4.9
MOBILE,1964,63.4,30.6794,-88.2397,9.05
MT_WASHINGTON,1964,1910.2,44.2667,-71.2994,-13.47
MYSTIC_LAKE,1964,1994.6,45.2436,-109.7311,-6.47
NASHVILLE_INTL_AP,1964,182.9,36.1189,-86.6892,3.73
NEWARK_WATER_WKS,1964,254.5,40.0875,-82.4128,-2.15
NEWTON,1964,438.9,38.0344,-97.3431,1.53
NEW_BRUNSWICK_3_SE,1964,26.2,40.4719,-74.4364,0.19
PIERRE_RGNL_AP,1964,531.0,44.3814,-100.2856,-4.24
PRAIRIE_DU_CHIEN,1964,200.6,43.0514,-91.135,-4.27
ROCHESTER_INTL_AP,1964,397.5,43.9042,-92.4917,-6.38
SAINT_JOHNSBURY,1964,213.4,44.42,-72.0194,-7.085
SAN_DIEGO_LINDBERGH_FLD,1964,4.6,32.7336,-117.1831,12.1
SAULT_STE_MARIE,1964,192.0,46.4867,-84.4089,-6.39
SAULT_STE_MARIE_SANDERSON_FLD,1964,220.1,46.4794,-84.3572,-5.89
SAVANNAH_INTL_AP,1964,14.0,32.13,-81.21,8.86
SHERIDAN_CO_AP,1964,1202.4,44.7694,-106.9689,-3.78
SIOUX_FALLS,1964,435.9,43.5878,-96.7289,-5.25
SPRINGFIELD_CAPITAL_AP,1964,181.1,39.8447,-89.6839,-0.72
ST_CLOUD_RGNL_AP,1964,310.3,45.5433,-94.0514,-9.37
TIMBER_LAKE,1964,658.4,45.4283,-101.0764,-5.72
TRIBUNE_1W,1964,1108.3,38.4661,-101.7758,0.52
WATERTOWN_RGNL_AP,1964,532.8,44.9047,-97.1494,-7.67
WAYNESVILLE_1_E,1964,810.2,35.4867,-82.9683,1.52
ALMA_BACON_CO_AP,1965,58.8,31.5358,-82.5067,10.53
BISMARCK,1965,505.4,46.7708,-100.7603,-15.95
BOSTON_LOGAN_INTL_AP,1965,3.7,42.3606,-71.0106,-4.26
BRISTOL_TRI_CITY_AP,1965,457.2,36.4731,-82.4044,2.45
BUTTE_BERT_MOONEY_AP,1965,1678.2,45.9647,-112.5006,-5.41
CHANUTE_MARTIN_JOHNSON_AP,1965,300.2,37.6703,-95.4842,0.81
CHEYENNE,1965,1867.8,41.1519,-104.8061,-0.2
CHICAGO_MIDWAY_AP_3SW,1965,189.0,41.7372,-87.7775,-3.77
CLEVELAND,1965,232.6,41.4131,-81.86,-1.52
CONCORDIA_MUNI_AP,1965,447.8,39.5514,-97.6508,-1.24
CONCORD_MUNI_AP,1965,105.5,43.1953,-71.5011,-7.49
DES_MOINES_INTL_AP,1965,291.7,41.5339,-93.6531,-6.9
ELY_YELLAND_FLD_AP,1965,1908.7,39.2953,-114.8467,-1.18
EVANSVILLE_REGIONAL_AP,1965,121.9,38.0442,-87.5206,-0.08
FARGO_HECTOR_INTL_AP,1965,274.3,46.9253,-96.8111,-18.56
GALESBURG,1965,235.0,40.9464,-90.3856,-5.61
HAYS_1_S,1965,612.6,38.8586,-99.3358,-0.37
ISLAND_PARK,1965,1917.2,44.4189,-111.3714,-9.89
JACKSON_EXP_STN,1965,121.9,35.6214,-88.8456,5.03
LANCASTER_4_WSW,1965,317.0,42.8278,-90.7889,-10.45
LANDER_HUNT_FLD_AP,1965,1704.4,42.8153,-108.7261,-2.05
LAPORTE,1965,257.6,41.6117,-86.7297,-4.42
LEWISBURG_EXP_STN,1965,239.9,35.4139,-86.8086,4.96
LONGMIRE_RAINIER_NPS,1965,841.9,46.7492,-121.812,0.02
LONGMIRE_RAINIER_NPS,1965,841.9,46.75,-121.8167,0.22
MACON_MIDDLE_GA_RGNL_AP,1965,104.5,32.6847,-83.6528,8.1
MILES_CITY_F_WILEY_FLD,1965,799.8,46.4267,-105.8825,-11.08
MOBILE,1965,63.4,30.6794,-88.2397,10.48
MT_WASHINGTON,1965,1910.2,44.2667,-71.2994,-17.14
MYSTIC_LAKE,1965,1994.6,45.2436,-109.7311,-3.5
NASHVILLE_INTL_AP,1965,182.9,36.1189,-86.6892,5.06
NEWARK_WATER_WKS,1965,254.5,40.0875,-82.4128,-3.66
NEWTON,1965,438.9,38.0344,-97.3431,0.15
NEW_BRUNSWICK_3_SE,1965,26.2,40.4719,-74.4364,-2.81
PIERRE_RGNL_AP,1965,531.0,44.3814,-100.2856,-12.36
PRAIRIE_DU_CHIEN,1965,200.6,43.0514,-91.135,-9.91
ROCHESTER_INTL_AP,1965,397.5,43.9042,-92.4917,-12.84
SAINT_JOHNSBURY,1965,213.4,44.42,-72.0194,-11.27
SAN_DIEGO_LINDBERGH_FLD,1965,4.6,32.7336,-117.1831,12.49
SAULT_STE_MARIE,1965,192.0,46.4867,-84.4089,-11.09
SAULT_STE_MARIE_SANDERSON_FLD,1965,220.1,46.4794,-84.3572,-10.63
SAVANNAH_INTL_AP,1965,14.0,32.13,-81.21,9.8
SHERIDAN_CO_AP,1965,1202.4,44.7694,-106.9689,-1.81
SIOUX_FALLS,1965,435.9,43.5878,-96.7289,-10.86
SPRINGFIELD_CAPITAL_AP,1965,181.1,39.8447,-89.6839,-2.6
ST_CLOUD_RGNL_AP,1965,310.3,45.5433,-94.0514,-15.79
TIMBER_LAKE,1965,658.4,45.4283,-101.0764,-12.11
TRIBUNE_1W,1965,1108.3,38.4661,-101.7758,1.9
WATERTOWN_RGNL_AP,1965,532.8,44.9047,-97.1494,-15.11
WAYNESVILLE_1_E,1965,810.2,35.4867,-82.9683,2.45
ALMA_BACON_CO_AP,1966,58.8,31.5358,-82.5067,7.91
BISMARCK,1966,505.4,46.7708,-100.7603,-18.97
BOSTON_LOGAN_INTL_AP,1966,3.7,42.3606,-71.0106,-2.35
BRISTOL_TRI_CITY_AP,1966,457.2,36.4731,-82.4044,-1.48
BUTTE_BERT_MOONEY_AP,1966,1678.2,45.9647,-112.5006,-6.94
CHANUTE_MARTIN_JOHNSON_AP,1966,300.2,37.6703,-95.4842,-2.11
CHEYENNE,1966,1867.8,41.1519,-104.8061,-3.66
CHICAGO_MIDWAY_AP_3SW,1966,189.0,41.7372,-87.7775,-7.16
CLEVELAND,1966,232.6,41.4131,-81.86,-4.43
CONCORDIA_MUNI_AP,1966,447.8,39.5514,-97.6508,-5.0
CONCORD_MUNI_AP,1966,105.5,43.1953,-71.5011,-6.71
DES_MOINES_INTL_AP,1966,291.7,41.5339,-93.6531,-8.79
ELY_YELLAND_FLD_AP,1966,1908.7,39.2953,-114.8467,-6.36
EVANSVILLE_REGIONAL_AP,1966,121.9,38.0442,-87.5206,-3.32
FARGO_HECTOR_INTL_AP,1966,274.3,46.9253,-96.8111,-21.44
GALESBURG,1966,235.0,40.9464,-90.3856,-8.61
HAYS_1_S,1966,612.6,38.8586,-99.3358,-4.82
ISLAND_PARK,1966,1917.2,44.4189,-111.3714,-10.32
JACKSON_EXP_STN,1966,121.9,35.6214,-88.8456,0.28
LANCASTER_4_WSW,1966,317.0,42.8278,-90.7889,-12.99
LANDER_HUNT_FLD_AP,1966,1704.4,42.8153,-108.7261,-5.95
LAPORTE,1966,257.6,41.6117,-86.7297,-7.48
LEWISBURG_EXP_STN,1966,239.9,35.4139,-86.8086,0.54
LONGMIRE_RAINIER_NPS,1966,841.9,46.7492,-121.812,-0.48
LONGMIRE_RAINIER_NPS,1966,841.9,46.75,-121.8167,-0.28
MACON_MIDDLE_GA_RGNL_AP,1966,104.5,32.6847,-83.6528,5.15
MILES_CITY_F_WILEY_FLD,1966,799.8,46.4267,-105.8825,-15.18
MOBILE,1966,63.4,30.6794,-88.2397,7.53
MT_WASHINGTON,1966,1910.2,44.2667,-71.2994,-14.85
MYSTIC_LAKE,1966,1994.6,45.2436,-109.7311,-6.45
NASHVILLE_INTL_AP,1966,182.9,36.1189,-86.6892,0.81
NEWARK_WATER_WKS,1966,254.5,40.0875,-82.4128,-6.05
NEWTON,1966,438.9,38.0344,-97.3431,-2.69
NEW_BRUNSWICK_3_SE,1966,26.2,40.4719,-74.4364,-1.71
PIERRE_RGNL_AP,1966,531.0,44.3814,-100.2856,-14.03
PRAIRIE_DU_CHIEN,1966,200.6,43.0514,-91.135,-12.07
ROCHESTER_INTL_AP,1966,397.5,43.9042,-92.4917,-16.46
SAINT_JOHNSBURY,1966,213.4,44.42,-72.0194,-9.33
SAN_DIEGO_LINDBERGH_FLD,1966,4.6,32.7336,-117.1831,11.34
SAULT_STE_MARIE,1966,192.0,46.4867,-84.4089,-11.89
SAULT_STE_MARIE_SANDERSON_FLD,1966,220.1,46.4794,-84.3572,-11.46
SAVANNAH_INTL_AP,1966,14.0,32.13,-81.21,7.2
SHERIDAN_CO_AP,1966,1202.4,44.7694,-106.9689,-8.24
SIOUX_FALLS,1966,435.9,43.5878,-96.7289,-14.68
SPRINGFIELD_CAPITAL_AP,1966,181.1,39.8447,-89.6839,-5.61
ST_CLOUD_RGNL_AP,1966,310.3,45.5433,-94.0514,-19.53
TIMBER_LAKE,1966,658.4,45.4283,-101.0764,-16.86
TRIBUNE_1W,1966,1108.3,38.4661,-101.7758,-5.81
WATERTOWN_RGNL_AP,1966,532.8,44.9047,-97.1494,-17.17
WAYNESVILLE_1_E,1966,810.2,35.4867,-82.9683,-1.48
ALMA_BACON_CO_AP,1967,58.8,31.5358,-82.5067,11.35
BISMARCK,1967,505.4,46.7708,-100.7603,-11.11
BOSTON_LOGAN_INTL_AP,1967,3.7,42.3606,-71.0106,1.13
BRISTOL_TRI_CITY_AP,1967,457.2,36.4731,-82.4044,3.38
BUTTE_BERT_MOONEY_AP,1967,1678.2,45.9647,-112.5006,-5.38
CHANUTE_MARTIN_JOHNSON_AP,1967,300.2,37.6703,-95.4842,1.19
CHEYENNE,1967,1867.8,41.1519,-104.8061,-0.57
CHICAGO_MIDWAY_AP_3SW,1967,189.0,41.7372,-87.7775,-1.35
CLEVELAND,1967,232.6,41.4131,-81.86,1.38
CONCORDIA_MUNI_AP,1967,447.8,39.5514,-97.6508,-1.97
CONCORD_MUNI_AP,1967,105.5,43.1953,-71.5011,-4.27
DES_MOINES_INTL_AP,1967,291.7,41.5339,-93.6531,-3.51
ELY_YELLAND_FLD_AP,1967,1908.7,39.2953,-114.8467,-2.95
EVANSVILLE_REGIONAL_AP,1967,121.9,38.0442,-87.5206,2.47
FARGO_HECTOR_INTL_AP,1967,274.3,46.9253,-96.8111,-12.75
GALESBURG,1967,235.0,40.9464,-90.3856,-3.31
HAYS_1_S,1967,612.6,38.8586,-99.3358,-1.12
ISLAND_PARK,1967,1917.2,44.4189,-111.3714,-8.19
JACKSON_EXP_STN,1967,121.9,35.6214,-88.8456,4.67
LANCASTER_4_WSW,1967,317.0,42.8278,-90.7889,-7.02
LANDER_HUNT_FLD_AP,1967,1704.4,42.8153,-108.7261,-3.79
LAPORTE,1967,257.6,41.6117,-86.7297,-2.45
LEWISBURG_EXP_STN,1967,239.9,35.4139,-86.8086,4.7
LONGMIRE_RAINIER_NPS,1967,841.9,46.7492,-121.812,-0.18
LONGMIRE_RAINIER_NPS,1967,841.9,46.75,-121.8167,0.0
MACON_MIDDLE_GA_RGNL_AP,1967,104.5,32.6847,-83.6528,8.88
MILES_CITY_F_WILEY_FLD,1967,799.8,46.4267,-105.8825,-5.55
MOBILE,1967,63.4,30.6794,-88.2397,10.77
MT_WASHINGTON,1967,1910.2,44.2667,-71.2994,-13.24
MYSTIC_LAKE,1967,1994.6,45.2436,-109.7311,-5.03
NASHVILLE_INTL_AP,1967,182.9,36.1189,-86.6892,6.39
NEWARK_WATER_WKS,1967,254.5,40.0875,-82.4128,-0.59
NEWTON,1967,438.9,38.0344,-97.3431,0.15
NEW_BRUNSWICK_3_SE,1967,26.2,40.4719,-74.4364,1.79
PIERRE_RGNL_AP,1967,531.0,44.3814,-100.2856,-5.35
PRAIRIE_DU_CHIEN,1967,200.6,43.0514,-91.135,-6.02
ROCHESTER_INTL_AP,1967,397.5,43.9042,-92.4917,-9.62
SAINT_JOHNSBURY,1967,213.4,44.42,-72.0194,-5.33
SAN_DIEGO_LINDBERGH_FLD,1967,4.6,32.7336,-117.1831,11.98
SAULT_STE_MARIE,1967,192.0,46.4867,-84.4089,-7.84
SAULT_STE_MARIE_SANDERSON_FLD,1967,220.1,46.4794,-84.3572,-7.68
SAVANNAH_INTL_AP,1967,14.0,32.13,-81.21,10.44
SHERIDAN_CO_AP,1967,1202.4,44.7694,-106.9689,-3.79
SIOUX_FALLS,1967,435.9,43.5878,-96.7289,-7.75
SPRINGFIELD_CAPITAL_AP,1967,181.1,39.8447,-89.6839,-1.37
ST_CLOUD_RGNL_AP,1967,310.3,45.5433,-94.0514,-11.98
TIMBER_LAKE,1967,658.4,45.4283,-101.0764,-6.95
TRIBUNE_1W,1967,1108.3,38.4661,-101.7758,0.81
WATERTOWN_RGNL_AP,1967,532.8,44.9047,-97.1494,-10.11
WAYNESVILLE_1_E,1967,810.2,35.4867,-82.9683,3.0
ALMA_BACON_CO_AP,1968,58.8,31.5358,-82.5067,8.49
BISMARCK,1968,505.4,46.7708,-100.7603,-13.4
BOSTON_LOGAN_INTL_AP,1968,3.7,42.3606,-71.0106,-4.15
BRISTOL_TRI_CITY_AP,1968,457.2,36.4731,-82.4044,0.58
BUTTE_BERT_MOONEY_AP,1968,1678.2,45.9647,-112.5006,-11.76
CHANUTE_MARTIN_JOHNSON_AP,1968,300.2,37.6703,-95.4842,-0.8
CHEYENNE,1968,1867.8,41.1519,-104.8061,-1.71
CHICAGO_MIDWAY_AP_3SW,1968,189.0,41.7372,-87.7775,-3.64
CLEVELAND,1968,232.6,41.4131,-81.86,-3.84
CONCORDIA_MUNI_AP,1968,447.8,39.5514,-97.6508,-3.21
CONCORD_MUNI_AP,1968,105.5,43.1953,-71.5011,-9.27
DES_MOINES_INTL_AP,1968,291.7,41.5339,-93.6531,-4.29
ELY_YELLAND_FLD_AP,1968,1908.7,39.2953,-114.8467,-4.68
EVANSVILLE_REGIONAL_AP,1968,121.9,38.0442,-87.5206,-2.2
FARGO_HECTOR_INTL_AP,1968,274.3,46.9253,-96.8111,-13.63
GALESBURG,1968,235.0,40.9464,-90.3856,-6.03
HAYS_1_S,1968,612.6,38.8586,-99.3358,-2.38
ISLAND_PARK,1968,1917.2,44.4189,-111.3714,-12.4
JACKSON_EXP_STN,1968,121.9,35.6214,-88.8456,1.12
LANCASTER_4_WSW,1968,317.0,42.8278,-90.7889,-8.48
LANDER_HUNT_FLD_AP,1968,1704.4,42.8153,-108.7261,-9.93
LAPORTE,1968,257.6,41.6117,-86.7297,-5.89
LEWISBURG_EXP_STN,1968,239.9,35.4139,-86.8086,2.04
LONGMIRE_RAINIER_NPS,1968,841.9,46.75,-121.8167,-0.9
